Date,Close
1/2/2018,143.38
1/3/2018,143.85
1/4/2018,144.93
1/5/2018,145.74
1/8/2018,146.38
1/9/2018,146.98
1/10/2018,146.86
1/11/2018,148.89
1/12/2018,150.12
1/16/2018,148.67
1/17/2018,149.48
1/18/2018,148.71
1/19/2018,149.39
1/22/2018,149.35
1/23/2018,149.55
1/24/2018,149.25
1/25/2018,149.3
1/26/2018,150.77
1/29/2018,149.87
1/30/2018,148.62
1/31/2018,148.91
2/1/2018,148.88
2/2/2018,145.65
2/5/2018,139
2/6/2018,141.4
2/7/2018,141.76
2/8/2018,136.39
2/9/2018,137.72
2/12/2018,139.8
2/13/2018,140.12
2/14/2018,141.98
2/15/2018,143.89
2/16/2018,144.05
2/20/2018,142.61
2/21/2018,142.75
2/22/2018,143.46
2/23/2018,144.66
2/26/2018,146.36
2/27/2018,144.57
2/28/2018,142.38
3/1/2018,140.09
3/2/2018,140.12
3/5/2018,141.74
3/6/2018,142.58
3/7/2018,142.61
3/8/2018,143.36
3/9/2018,146.44
3/12/2018,145.06
3/13/2018,144.45
3/14/2018,142.9
3/15/2018,143.1
3/16/2018,143.34
3/19/2018,142.38
3/20/2018,142.79
3/21/2018,143.11
3/22/2018,138.5
3/23/2018,136.36
3/26/2018,139.54
3/27/2018,137.48
3/28/2018,137.06
3/29/2018,139.11
4/2/2018,136.1
4/3/2018,138.2
4/4/2018,138.91
4/5/2018,140.31
4/6/2018,136.48
4/9/2018,136.11
4/10/2018,138.21
4/11/2018,137.29
4/12/2018,139.05
4/13/2018,138.69
4/16/2018,140.33
4/17/2018,141.44
4/18/2018,142.74
4/19/2018,142.25
4/20/2018,141.64
4/23/2018,141.39
4/24/2018,137.72
4/25/2018,137.99
4/26/2018,137.37
4/27/2018,137.26
4/30/2018,135.38
5/1/2018,134.85
5/2/2018,133.93
5/3/2018,134.18
5/4/2018,135.78
5/7/2018,136.81
5/8/2018,137.76
5/9/2018,139.13
5/10/2018,139.97
5/11/2018,140.31
5/14/2018,139.98
5/15/2018,139.5
5/16/2018,140.12
5/17/2018,140.73
5/18/2018,141.57
5/21/2018,143.54
5/22/2018,141.69
5/23/2018,141.47
5/24/2018,142.2
5/25/2018,142.01
5/29/2018,140.02
5/30/2018,141.89
5/31/2018,141.89
6/1/2018,141.41
6/4/2018,141.39
6/5/2018,141.9
6/6/2018,143.07
6/7/2018,143.43
6/8/2018,144.02
6/11/2018,144.31
6/12/2018,144.24
6/13/2018,143.03
6/14/2018,142.7
6/15/2018,142.48
6/18/2018,142.17
6/19/2018,139.55
6/20/2018,139.76
6/21/2018,138.08
6/22/2018,138.44
6/25/2018,136.52
6/26/2018,137
6/27/2018,135.85
6/28/2018,135.49
6/29/2018,135.81
7/2/2018,136.19
7/3/2018,135.84
7/5/2018,136.69
7/6/2018,137.1
7/9/2018,139.47
7/10/2018,139.81
7/11/2018,137.66
7/12/2018,139.06
7/13/2018,139.87
7/16/2018,139.05
7/17/2018,139.71
7/18/2018,141.17
7/19/2018,141.21
7/20/2018,141.02
7/23/2018,140.27
7/24/2018,140.5
7/25/2018,142.23
7/26/2018,143.49
7/27/2018,143.19
7/30/2018,141.94
7/31/2018,144.94
8/1/2018,143.29
8/2/2018,143.29
8/3/2018,143.48
8/6/2018,143.79
8/7/2018,144.77
8/8/2018,144.14
8/9/2018,143.55
8/10/2018,142.56
8/13/2018,141.72
8/14/2018,142.73
8/15/2018,141.91
8/16/2018,143.54
8/17/2018,144.46
8/20/2018,145.27
8/21/2018,146.59
8/22/2018,145.35
8/23/2018,144.69
8/24/2018,145.36
8/27/2018,146.97
8/28/2018,146.73
8/29/2018,147.03
8/30/2018,146.01
8/31/2018,146.07
9/4/2018,146.04
9/5/2018,146.8
9/6/2018,147.26
9/7/2018,146.73
9/10/2018,147.69
9/11/2018,147.58
9/12/2018,147.92
9/13/2018,148.46
9/14/2018,149.31
9/17/2018,149.16
9/18/2018,150.45
9/19/2018,150.13
9/20/2018,150.46
9/21/2018,150.64
9/24/2018,148.31
9/25/2018,147.91
9/26/2018,147.58
9/27/2018,147.69
9/28/2018,147.72
10/1/2018,148.51
10/2/2018,148.5
10/3/2018,149.25
10/4/2018,148.5
10/5/2018,147.54
10/8/2018,147.67
10/9/2018,145.52
10/10/2018,140.59
10/11/2018,137.52
10/12/2018,138.01
10/15/2018,138.47
10/16/2018,140.91
10/17/2018,140
10/18/2018,137.35
10/19/2018,136.65
10/22/2018,136.34
10/23/2018,134.03
10/24/2018,129.37
10/25/2018,130.61
10/26/2018,129.42
10/29/2018,127.45
10/30/2018,130.11
10/31/2018,131.21
11/1/2018,133.63
11/2/2018,133.55
11/5/2018,134.05
11/6/2018,135.45
11/7/2018,137.68
11/8/2018,137.35
11/9/2018,135.84
11/12/2018,133.23
11/13/2018,133.62
11/14/2018,133.21
11/15/2018,135.06
11/16/2018,134.91
11/19/2018,132.79
11/20/2018,130.01
11/21/2018,131.05
11/23/2018,130.74
11/26/2018,132.03
11/27/2018,131.5
11/28/2018,134.72
11/29/2018,134.56
11/30/2018,135.94
