Date,Close
1/2/2018,158.06
1/3/2018,158.86
1/4/2018,159.24
1/5/2018,160.52
1/8/2018,160.77
1/9/2018,160.95
1/10/2018,160.79
1/11/2018,163.52
1/12/2018,165.34
1/16/2018,164.1
1/17/2018,164.98
1/18/2018,164.86
1/19/2018,166.47
1/22/2018,168.12
1/23/2018,169.38
1/24/2018,169.98
1/25/2018,169.6
1/26/2018,171.02
1/29/2018,170.45
1/30/2018,169.58
1/31/2018,169
2/1/2018,167.35
2/2/2018,165.62
2/5/2018,160.03
2/6/2018,163.64
2/7/2018,163.56
2/8/2018,157.13
2/9/2018,158.05
2/12/2018,160.21
2/13/2018,161
2/14/2018,163.54
2/15/2018,165.1
2/16/2018,164.34
2/20/2018,163.64
2/21/2018,163.48
2/22/2018,163.69
2/23/2018,165.85
2/26/2018,167.21
2/27/2018,163.76
2/28/2018,162.76
3/1/2018,161.11
3/2/2018,161.43
3/5/2018,163.11
3/6/2018,164.44
3/7/2018,163.46
3/8/2018,163.95
3/9/2018,166.35
3/12/2018,166.82
3/13/2018,165.75
3/14/2018,165.22
3/15/2018,165.03
3/16/2018,164.57
3/19/2018,162.59
3/20/2018,163.37
3/21/2018,163.38
3/22/2018,159.81
3/23/2018,156.93
3/26/2018,161.25
3/27/2018,158.18
3/28/2018,156.32
3/29/2018,158.62
4/2/2018,154.05
4/3/2018,156.09
4/4/2018,159.09
4/5/2018,161.33
4/6/2018,157.98
4/9/2018,157.62
4/10/2018,159.59
4/11/2018,158.99
4/12/2018,159.5
4/13/2018,158.71
4/16/2018,159.98
4/17/2018,162.58
4/18/2018,163.43
4/19/2018,162.67
4/20/2018,160.91
4/23/2018,161.28
4/24/2018,158.96
4/25/2018,159.55
4/26/2018,161.95
4/27/2018,162.39
4/30/2018,161.68
5/1/2018,161.88
5/2/2018,160.95
5/3/2018,160.34
5/4/2018,162.37
5/7/2018,163.06
5/8/2018,162.37
5/9/2018,162.86
5/10/2018,163.37
5/11/2018,163.77
5/14/2018,163.88
5/15/2018,163.06
5/16/2018,164.58
5/17/2018,164.18
5/18/2018,164.04
5/21/2018,164.9
5/22/2018,163.84
5/23/2018,164.99
5/24/2018,165.35
5/25/2018,165.62
5/29/2018,164.6
5/30/2018,166.17
5/31/2018,165.23
6/1/2018,166.56
6/4/2018,168.55
6/5/2018,169.56
6/6/2018,171.47
6/7/2018,171.82
6/8/2018,172.31
6/11/2018,173.05
6/12/2018,174.04
6/13/2018,173.61
6/14/2018,174.83
6/15/2018,175.29
6/18/2018,175.52
6/19/2018,174.89
6/20/2018,175.47
6/21/2018,174.14
6/22/2018,173.51
6/25/2018,170.02
6/26/2018,171.22
6/27/2018,168.94
6/28/2018,169.36
6/29/2018,169.63
7/2/2018,169.6
7/3/2018,168.98
7/5/2018,169.78
7/6/2018,171.15
7/9/2018,172.95
7/10/2018,173.35
7/11/2018,172.65
7/12/2018,173.7
7/13/2018,174.41
7/16/2018,174.62
7/17/2018,175.76
7/18/2018,175.82
7/19/2018,175.34
7/20/2018,174.55
7/23/2018,174.16
7/24/2018,173.6
7/25/2018,175
7/26/2018,173.34
7/27/2018,172.6
7/30/2018,171.32
7/31/2018,172.11
8/1/2018,171.2
8/2/2018,173.08
8/3/2018,173.23
8/6/2018,174.3
8/7/2018,175.37
8/8/2018,175.92
8/9/2018,176.39
8/10/2018,175.3
8/13/2018,174.38
8/14/2018,176.18
8/15/2018,174.14
8/16/2018,175.02
8/17/2018,175.24
8/20/2018,176.49
8/21/2018,178.05
8/22/2018,178.12
8/23/2018,178.13
8/24/2018,178.32
8/27/2018,179.24
8/28/2018,179.6
8/29/2018,181.24
8/30/2018,179.88
8/31/2018,180.9
9/4/2018,181.57
9/5/2018,180.02
9/6/2018,178.96
9/7/2018,178.69
9/10/2018,179.73
9/11/2018,180.98
9/12/2018,181.12
9/13/2018,180.82
9/14/2018,180.67
9/17/2018,178.58
9/18/2018,180.24
9/19/2018,180.38
9/20/2018,181.38
9/21/2018,180.83
9/24/2018,179.29
9/25/2018,180.1
9/26/2018,180.5
9/27/2018,181.01
9/28/2018,180.45
10/1/2018,180.17
10/2/2018,177.53
10/3/2018,177.05
10/4/2018,174.17
10/5/2018,172.6
10/8/2018,172.53
10/9/2018,172.11
10/10/2018,166.13
10/11/2018,163.4
10/12/2018,166.63
10/15/2018,166.03
10/16/2018,169.77
10/17/2018,168.68
10/18/2018,165.22
10/19/2018,163.5
10/22/2018,164.24
10/23/2018,164.22
10/24/2018,158.93
10/25/2018,163.71
10/26/2018,159
10/29/2018,157.28
10/30/2018,159.75
10/31/2018,161.99
11/1/2018,165.61
11/2/2018,166.08
11/5/2018,165.82
11/6/2018,166.67
11/7/2018,170.96
11/8/2018,170.93
11/9/2018,168.34
11/12/2018,164.83
11/13/2018,164.9
11/14/2018,163.91
11/15/2018,163.93
11/16/2018,163.13
11/19/2018,159.13
11/20/2018,155.84
11/21/2018,157.5
11/23/2018,156.96
11/26/2018,160.76
11/27/2018,160.68
11/28/2018,165.61
11/29/2018,164.81
11/30/2018,165.76
